01/07/2024,300
01/07/2024,500
01/07/2024,250
01/07/2024,400
01/07/2024,350
01/07/2024,200
01/07/2024,150
01/07/2024,450
01/07/2024,280
01/07/2024,180
02/07/2024,320
02/07/2024,400
02/07/2024,180
02/07/2024,350
02/07/2024,300
02/07/2024,250
02/07/2024,280
02/07/2024,420
02/07/2024,360
02/07/2024,200
03/07/2024,280
03/07/2024,350
03/07/2024,400
03/07/2024,200
03/07/2024,300
03/07/2024,250
03/07/2024,280
03/07/2024,320
03/07/2024,450
03/07/2024,280
04/07/2024,300
04/07/2024,500
04/07/2024,250
04/07/2024,400
04/07/2024,350
04/07/2024,200
04/07/2024,150
04/07/2024,450
04/07/2024,280
04/07/2024,180
05/07/2024,320
05/07/2024,400
05/07/2024,180
05/07/2024,350
05/07/2024,300
05/07/2024,250
05/07/2024,280
05/07/2024,420
05/07/2024,360
05/07/2024,200
06/07/2024,280
06/07/2024,350
06/07/2024,400
06/07/2024,200
06/07/2024,300
06/07/2024,250
06/07/2024,280
06/07/2024,320
06/07/2024,450
06/07/2024,280
07/07/2024,300
07/07/2024,500
07/07/2024,250
07/07/2024,400
07/07/2024,350
07/07/2024,200
07/07/2024,150
07/07/2024,450
07/07/2024,280
07/07/2024,180
08/07/2024,320
08/07/2024,400
08/07/2024,180
08/07/2024,350
08/07/2024,300
08/07/2024,250
08/07/2024,280
08/07/2024,420
08/07/2024,360
08/07/2024,200
09/07/2024,280
09/07/2024,350
09/07/2024,400
09/07/2024,200
09/07/2024,300
09/07/2024,250
09/07/2024,280
09/07/2024,320
09/07/2024,450
09/07/2024,280
10/07/2024,300
10/07/2024,500
10/07/2024,250
10/07/2024,400
10/07/2024,350
10/07/2024,200
10/07/2024,150
10/07/2024,450
10/07/2024,280
10/07/2024,180
11/07/2024,320
11/07/2024,400
11/07/2024,180
11/07/2024,350
11/07/2024,300
11/07/2024,250
11/07/2024,280
11/07/2024,420
11/07/2024,360
11/07/2024,200
12/07/2024,280
12/07/2024,350
12/07/2024,400
12/07/2024,200
12/07/2024,300
12/07/2024,250
12/07/2024,280
12/07/2024,320
12/07/2024,450
12/07/2024,280
13/07/2024,300
13/07/2024,500
13/07/2024,250
13/07/2024,400
13/07/2024,350
13/07/2024,200
13/07/2024,150
13/07/2024,450
13/07/2024,280
13/07/2024,180
14/07/2024,320
14/07/2024,400
14/07/2024,180
14/07/2024,350
14/07/2024,300
14/07/2024,250
14/07/2024,280
14/07/2024,420
14/07/2024,360
14/07/2024,200
15/07/2024,280
15/07/2024,350
15/07/2024,400
15/07/2024,200
15/07/2024,300
15/07/2024,250
15/07/2024,280
15/07/2024,320
15/07/2024,450
15/07/2024,280
16/07/2024,300
16/07/2024,500
16/07/2024,250
16/07/2024,400
16/07/2024,350
16/07/2024,200
16/07/2024,150
16/07/2024,450
16/07/2024,280
16/07/2024,180
17/07/2024,320
17/07/2024,400
17/07/2024,180
17/07/2024,350
17/07/2024,300
17/07/2024,250
17/07/2024,280
17/07/2024,420
17/07/2024,360
17/07/2024,200
18/07/2024,280
18/07/2024,350
18/07/2024,400
18/07/2024,200
18/07/2024,300
18/07/2024,250
18/07/2024,280
18/07/2024,320
18/07/2024,450
18/07/2024,280
19/07/2024,300
19/07/2024,500
19/07/2024,250
19/07/2024,400
19/07/2024,350
19/07/2024,200
19/07/2024,150
19/07/2024,450
19/07/2024,280
19/07/2024,180
20/07/2024,320
20/07/2024,400
20/07/2024,180
20/07/2024,350
20/07/2024,300
20/07/2024,250
20/07/2024,280
20/07/2024,420
20/07/2024,360
20/07/2024,200
21/07/2024,280
21/07/2024,350
21/07/2024,400
21/07/2024,200
21/07/2024,300
21/07/2024,250
21/07/2024,280
21/07/2024,320
21/07/2024,450
21/07/2024,280
22/07/2024,300
22/07/2024,500
22/07/2024,250
22/07/2024,400
22/07/2024,350
22/07/2024,200
22/07/2024,150
22/07/2024,450
22/07/2024,280
22/07/2024,180
23/07/2024,320
23/07/2024,400
23/07/2024,180
23/07/2024,350
23/07/2024,300
23/07/2024,250
23/07/2024,280
23/07/2024,420
23/07/2024,360
23/07/2024,200
24/07/2024,280
24/07/2024,350
24/07/2024,400
24/07/2024,200
24/07/2024,300
24/07/2024,250
24/07/2024,280
24/07/2024,320
24/07/2024,450
24/07/2024,280
25/07/2024,300
25/07/2024,500
25/07/2024,250
25/07/2024,400
25/07/2024,350
25/07/2024,200
25/07/2024,150
25/07/2024,450
25/07/2024,280
25/07/2024,180
26/07/2024,320
26/07/2024,400
26/07/2024,180
26/07/2024,350
26/07/2024,300
26/07/2024,250
26/07/2024,280
26/07/2024,420
26/07/2024,360
26/07/2024,200
27/07/2024,280
27/07/2024,350
27/07/2024,400
27/07/2024,200
27/07/2024,300
27/07/2024,250
27/07/2024,280
27/07/2024,320
27/07/2024,450
27/07/2024,280
28/07/2024,300
28/07/2024,500
28/07/2024,250
28/07/2024,400
28/07/2024,350
28/07/2024,200
28/07/2024,150
28/07/2024,450
28/07/2024,280
28/07/2024,180
29/07/2024,320
29/07/2024,400
29/07/2024,180
29/07/2024,350
29/07/2024,300
29/07/2024,250
29/07/2024,280
29/07/2024,420
29/07/2024,360
29/07/2024,200
30/07/2024,280
30/07/2024,350
30/07/2024,400
30/07/2024,200
30/07/2024,300
30/07/2024,250
30/07/2024,280
30/07/2024,320
